,User,SupEmo
9999,S_TripathiJi,nmp
10000,SShanasumit,nmn
10001,krish_IN,nmn
10002,ijagdishMange,nmn
10003,DeeprajJain2,nmn
10004,JSamtipura,nmp
10005,sharmajiie,nmn
10006,ShaktiShekhar,nmp
10007,jigs_modi,nmp
10008,IVijayboi,nmn
10009,Azad_Nachiketa,nmn
10010,Nalaku1,nmp
10011,pradipmder00,nmn
10012,DivyanshuRaj28,nmp
10013,RonakSh77308148,nmn
10014,gmjecks,nmn
10015,ABPNews,nmp
10016,ABPNews,nmp
10017,Toughstand,nmn
10018,bhaskarsen11,nmn
10019,ABPNews,nmn
10020,immortalagni,nmp
10021,AishwaryMishr,nmp
10022,anurag245,nmp
10023,LIKU72,nmn
10024,LIKU72,nmn
10025,LIKU72,nmn
10026,Abhay03Vaid,nmn
10027,deepj3654,nmp
10028,sufisid99,nmp
10029,iamMalakMaaz,nmn
10030,drsanjaymayukh,nmp
10031,ricky_rockess,nmn
10032,RashmiShriJS,nmn
10033,asinghai77,nmp
10034,bhaskarsen11,nmn
10035,ChirayuWriter,nmn
10036,Mr_singh1888,nmp
10037,DocNish74,nmn
10038,shahiwala02,nmp
10039,PrafullaDeshmuk,nmn
10040,rajrishi53,nmp
10041,Siddhar37944483,nmp
10042,naitikvyas,nmn
10043,itsjagbir,nmp
10044,vimal8mi,nmp
10045,GSD52INDIA,nmp
10046,BeebomT,nmn
10047,SharminSoni1,nmp
10048,ViratHindu24,nmn
10049,ViratHindu24,nmp
10050,peeeceee_,nmp
10051,ABPNews,nmp
10052,ratnakars,nmp
10053,Dailyaddaa,nmp
10054,Divya_Bhaskar,nmp
10055,tfranklinindia,nmn
10056,khels2u,nmn
10057,vaibhav612,nmn
10058,MAJORshailendra,nmp
10059,gowri_gowd,nmn
10060,TAkash01135857,nmp
10061,iamTapanPandya,nmp
10062,MadhukumarVP1,nmp
10063,PTiwari,nmp
10064,gowri_gowd,nmn
10065,sathi249,nmp
10066,govindsabita,nmn
10067,Rakeshk45250027,nmp
10068,NirmalkarmakarV,nmn
10069,dhananjayacs14,nmn
10070,maqbool_sm,nmn
10071,maqbool_sm,nmn
10072,rambunctiousrk,nmn
10073,AishaAliSarwar,nmn
10074,Ashwini_kumar3,nmp
10075,aditya0484,nmn
10076,jackleecharh,nmn
10077,maniskumar,nmp
10078,rocky_coool,nmp
10079,ROCKYPAILA,nmn
10080,ROCKYPAILA,nmn
10081,disruptionist_,nmn
10082,buravllei,nmn
10083,MechaniteTejas,nmp
10084,babighosh72,nmn
10085,KingOfHearts_RS,nmp
10086,ankitpoddar188,nmp
10087,Oindrila1608,nmn
10088,AkhileshMittal5,nmn
10089,baleshkotwal,nmp
10090,baleshkotwal,nmp
10091,iamkaranbachani,nmp
10092,iamkaranbachani,nmp
10093,Raj_chaudhary1,nmp
10094,Harsh958,nmn
10095,BernardDmello,nmn
10096,pragyadobhal,nmn
10097,Iamvikasr,nmp
10098,misskhan,nmp
10099,Mango_peopel,nmp
10100,rahimpadaniya,nmn
10101,VipullPorrwal,nmp
10102,Od_Vigilante,nmn
10103,Od_Vigilante,nmn
10104,bennishiroor,nmp
10105,SeharShinwari,nmp
10106,KubrikStanley,nmn
10107,lakhantulsija,nmp
10108,iamkaranbachani,nmn
10109,bharti_neeti,nmp
10110,babubatla,nmp
10111,GURUJHA,nmn
10112,gauravtarpe2,nmp
10113,Senapati1983,nmp
10114,SunandaSSinha,nmn
10115,waglenikhil,nmp
10116,Toshanghosh,nmn
10117,imprakhar7,nmp
10118,imprakhar7,nmp
10119,jahanzaibkalwa2,nmn
10120,News9Tweets,nmp
10121,MandarSawant184,nmp
10122,SonicSamir,nmn
10123,fx16news,nmn
10124,sugamsheokand,nmp
10125,subhamsolanki21,nmp
10126,neal994_ac,nmn
10127,devyanidilli,nmn
10128,PoMoGandhi,nmn
10129,Nishikathediva,nmp
10130,ShriramVK1,nmp
10131,harry5929,nmp
10132,SalilShetty,nmn
10133,nilay___patel,nmp
10134,Vijendra1Verma,nmn
10135,Nitinsi24423740,nmn
10136,praveen_spk,nmn
10137,prashanth86,nmn
10138,htngapi,nmn
10139,ajaychat555,nmp
10140,BaseOf_Life,nmn
10141,7rishabdaga,nmn
10142,Sanidhyajain11,nmn
10143,chatteejees,nmn
10144,riz1ahamed,nmn
10145,adarshgaur15273,nmp
10146,ShivaaniKTalwar,nmn
10147,SandipGhose,nmn
10148,SankaPadma,nmn
10149,AMSahay291157,nmn
10150,vin4desh,nmp
10151,drrinadas,nmn
10152,ideepakkanungo,nmn
10153,ksquareinfinity,nmn
10154,ksquareinfinity,nmn
10155,sugu3199,nmp
10156,piyush2987,nmp
10157,farazakaf,nmn
10158,GoUngli,nmn
10159,ugotamar98,nmn
10160,Byadd_fella,nmp
10161,AMSahay291157,nmn
10162,karthiktvm1990,nmp
10163,AImranabidi,nmn
10164,siddarthpaim,nmn
10165,anilsharma45,nmn
10166,MishraSujitk,nmn
10167,thecablestory,nmn
10168,SidduG11,nmp
10169,tarun2771,nmn
10170,ChalamKevi,nmp
10171,sttalkindia,nmn
10172,FinancialBrdm,nmp
10173,saksham1211,nmn
10174,DaveLhere,nmp
10175,soubhagya_bal,nmn
10176,arunsiv81,nmn
10177,ayushmantripa,nmp
10178,I_ImranSiddiqui,nmn
10179,jagdish5095,nmn
10180,zeemalkhann,nmn
10181,SarkarSumit300,nmp
10182,EaseMyCloud,nmp
10183,iamPSPKF,nmn
10184,premrawat7100,nmp
10185,Sugata_Bose,nmn
10186,colorofpecock,nmp
10187,iamkaranbachani,nmn
10188,colorofpecock,nmn
10189,mukesh_parasher,nmn
10190,ErRajkumarMeena,nmp
10191,RahulRa36388386,nmp
10192,Venugop42765167,nmp
10193,AmmU_MaanU,nmn
10194,i_jatinattri,nmn
10195,SunilDh39789364,nmp
10196,Nishanbhar,nmp
10197,sansupr,nmp
10198,SultanSikanderK,nmn
10199,NewsJ1964,nmn
10200,ec7104de70df411,nmn
10201,PriyanGMenon,nmn
10202,Santosh88103354,nmp
10203,iamkaranbachani,nmp
10204,NikhilArrya,nmn
10205,invincibleInd,nmn
10206,joshkalpesh,nmp
10207,vjshankar,nmn
10208,Lokeshamg,nmn
10209,Me_JatinVerma,nmn
10210,dilllu,nmn
10211,UttamKu37816586,nmp
10212,saree_ninja,nmn
10213,Bilal_Don11,nmn
10214,kvlnswamy,nmp
10215,sonukumar6990,nmn
10216,anupamkanu,nmp
10217,Chetreeraju,nmn
10218,versuuuu,nmn
10219,LekhakAnurag,nmp
10220,PrateekJain28,nmn
10221,true__vs__false,nmn
10222,PyroBors,nmp
10223,DrZAQ11,nmn
10224,PyroBors,nmp
10225,NizamFoujdar,nmn
10226,KhManiranjanSin,nmp
10227,dhirajsgupta,nmp
10228,Parulgoel4792,nmn
10229,thatindianguy5,nmp
10230,ithedevilnirmal,nmn
10231,Prasad,nmp
10232,Anandans76,nmn
10233,mr_parihar,nmn
10234,Neeraj_Maurya_,nmn
10235,imkiran54,nmn
10236,namrata71644074,nmn
10237,sk97_tweets,nmn
10238,prashanth86,nmp
10239,prettypadmaja,nmp
10240,drsanjaymayukh,nmp
10241,Pakban_Pakistan,nmn
10242,narendragangwa6,nmn
10243,Thuffu1990,nmp
10244,Dilipsh72126049,nmn
10245,AshonIndia,nmn
10246,rahul_dev90,nmp
10247,CmdeJetly,nmn
10248,asokmallelil,nmp
10249,ijamal80,nmp
10250,maulik_sachani,nmp
10251,shkhnaser,nmn
10252,ramakant_ks,nmn
10253,Visa83949083,nmn
10254,deepakrajtoday,nmn
10255,GitaUpdate,nmp
10256,nrkrkomal,nmp
10257,AmolAShinde,nmn
10258,srinivas88,nmp
10259,PMCBankCrisis,nmp
10260,YaduvanshiRanj3,nmp
10261,Ithefarhan,nmn
10262,007_joshh,nmn
10263,revolt_16,nmn
10264,ankita_276,nmn
10265,Trace_me20,nmn
10266,Srinidh48752585,nmn
10267,nimbaram,nmp
10268,LambodarPrDash,nmp
10269,BhushanBorkar20,nmp
10270,Prasad,nmp
10271,Reallysanskriti,nmn
10272,GuruCmath,nmn
10273,bhargavreddy_7,nmp
10274,pathan_sumaya,nmn
10275,waqarejaz21,nmn
10276,amiya_rbehera,nmn
10277,IamFinisher,nmp
10278,hparameshwar,nmn
10279,anumalhotra707,nmp
10280,ss_suryawanshi,nmp
10281,shanulife,nmn
10282,ankitmeswani,nmn
10283,06_atulgaurav,nmn
10284,INCdilse,nmp
10285,buravllei,nmn
10286,buravllei,nmn
10287,RakeshBurugula,nmp
10288,vivekuksood,nmn
10289,sanketshelke_,nmp
10290,AamirSy61653294,nmp
10291,ashishkr121,nmp
10292,vi_jaykumar,nmn
10293,super_dir,nmp
10294,4minar1,nmp
10295,ReclaimBharat,nmn
10296,RST986,nmn
10297,ManiKinG0179,nmn
10298,GeneralMeow61,nmn
10299,smartmandy,nmp
10300,Shah2life,nmn
10301,maqbool_sm,nmp
10302,sbajpai2811,nmp
10303,sujata_trivedi,nmp
10304,arshpath,nmn
10305,CTRavi_BJP,nmp
10306,Faizanjjshaikh,nmp
10307,iampawanverma,nmp
10308,Manikandanraj92,nmn
10309,jatinnsays,nmp
10310,lokesh_2000,nmp
10311,Ahmedshabbir20,nmn
10312,SreshthaTiwari,nmn
10313,Bb11WinnerVikas,nmn
10314,Srinivas_Guptha,nmn
10315,ghoshkk,nmn
10316,akshayharlikar,nmn
10317,nsspramod,nmp
10318,ozind59,nmp
10319,rvasisht,nmn
10320,AsifRKondkar,nmp
10321,Heisenberg2821,nmp
10322,Dhwanittrivedi,nmp
10323,SajidAga,nmp
10324,JosephPravinP,nmp
10325,parab_arjun,nmp
10326,pratibha_kum,nmn
10327,VandanaMegastar,nmp
10328,CTRavi_BJP,nmp
10329,grovervj,nmn
10330,NadeemNaqviNNg,nmn
10331,ashwinmurthy,nmn
10332,missartola,nmn
10333,Theindiannews3,nmp
10334,Shilpa1308,nmn
10335,shaheenmh,nmp
10336,dr_falgun,nmp
10337,monkeypreneur,nmn
10338,yogeshmishra__,nmp
10339,Aadhi_Yogi,nmp
10340,shrawan3350,nmp
10341,n_c_a_7,nmp
10342,Gaurraaav,nmp
10343,yogeshmishra__,nmn
10344,yogeshmishra__,nmn
10345,rahul_agasthya,nmn
10346,AnkitDubey__,nmp
10347,AnkitDubey__,nmp
10348,SENclusive,nmp
10349,subramaniandeva,nmn
10350,dt_next,nmp
10351,SaurabhRaii_,nmp
10352,dt_next,nmp
10353,vijaypundir27,nmn
10354,imanojprabakar,nmp
10355,dt_next,nmp
10356,_PankaJKhajuria,nmp
10357,deshaapka1,nmp
10358,sivaprakashsj,nmn
10359,soumodiptoroyy,nmp
10360,Vishal_Chand97,nmn
10361,amitabhafirst,nmn
10362,Dev64489764,nmn
10363,VibhutiRaina,nmn
10364,dt_next,nmn
10365,IPSWorkforce,nmp
10366,sanjeevhapur,nmn
10367,samadhannow,nmn
10368,twitsheks,nmn
10369,HIMANSH07883075,nmn
10370,hpareshpatel,nmn
10371,simplyhumann,nmp
10372,Siddh1611,nmp
10373,simplyhumann,nmn
10374,insaniyt_relign,nmn
10375,Sam_pathak12,nmp
10376,Vishwaguru14,nmn
10377,tariqmustafa222,nmn
10378,Sugandh30518539,nmn
10379,Bolenathji,nmn
10380,DrRPNishank,nmp
10381,theanunaykumar,nmn
10382,Sunaina34545281,nmp
10383,shanoorazdan,nmp
10384,madihanaseer007,nmn
10385,Sukdurrani,nmn
10386,shub_lakku,nmp
10387,iequanimous,nmp
10388,Mukesh_Ambanii_,nmp
10389,tstrationalist,nmn
10390,ravipolara,nmp
10391,jaissified,nmn
10392,_kapilraj,nmn
10393,contact2r,nmn
10394,kovaiashokkumar,nmn
10395,routray_sipun,nmp
10396,MithunG37801971,nmn
10397,Pareshpabaria,nmn
10398,I_mst_,nmp
10399,madhusudan41,nmn
10400,Arvi_N,nmn
10401,madhusudan41,nmn
10402,AmanPradyuman,nmn
10403,News6_News,nmn
10404,hsmujahid,nmp
10405,beingsamirvarma,nmn
10406,_JitendraVarma,nmn
10407,Miraninick,nmp
10408,iamTapanPandya,nmn
10409,Shrujan08176333,nmp
10410,ani_lather,nmn
10411,Varanasiboy_,nmn
10412,TeaTeaChaudhary,nmn
10413,Lakhimal2,nmn
10414,ankitmeswani,nmn
10415,rishabh1123,nmn
10416,ManglamBhadoria,nmp
10417,vivekuksood,nmp
10418,Abishek38073107,nmn
10419,sapthajeeth,nmn
10420,AmanKayamHai_,nmp
10421,ruchirsss,nmp
10422,GangulyUllash,nmp
10423,iamkaranbachani,nmp
10424,venkyvenky161,nmn
10425,sanketshelke_,nmp
10426,sinhaishaan46,nmn
10427,BhagyashreeH2h,nmn
10428,iamTapanPandya,nmp
10429,rajeev1077,nmp
10430,womenspeeks,nmp
10431,Manjuna26532204,nmp
10432,russellsinha,nmp
10433,issa_jatt19,nmn
10434,Ravindra081494,nmn
10435,MaheshreddyMs,nmn
10436,Faltu_Account_,nmp
10437,Krishnasigns,nmp
10438,MallikarjunROS,nmp
10439,AnkitaDsinha,nmn
10440,AnkitaDsinha,nmn
10441,INCdilse,nmn
10442,SAQUIBULISLAM,nmn
10443,janusmyth,nmn
10444,SomenPetroleum,nmp
10445,aman1787,nmn
10446,HydWatch,nmn
10447,Rishu11021997,nmn
10448,momentimmortal,nmp
10449,iamkaranbachani,nmn
10450,mahifanboy,nmp
10451,TOIAhmedabad,nmn
10452,TOIAhmedabad,nmn
10453,ErtcMedia,nmp
10454,sanjukta,nmn
10455,DurjyodhanDala1,nmn
10456,thetribunechd,nmn
10457,alishas64767091,nmn
10458,Bhaavinpurohit,nmn
10459,HelpPolitics,nmn
10460,Drdhruvil1208,nmn
10461,DaymaKalpesh,nmp
10462,Jezz47316961,nmn
10463,rrajawat,nmp
10464,SixthSenseInd,nmn
10465,riyazn123,nmn
10466,aniiruddhdev,nmn
10467,parimal_05,nmp
10468,Bharatpatel555,nmn
10469,shikhar_bjp,nmp
10470,anxioushours7,nmn
10471,SANJEEV7778,nmp
10472,_Kshitijkashyap,nmp
10473,iabhishek_j,nmn
10474,Ravishinde1955,nmn
10475,MithunGavhane,nmp
10476,Namastey_,nmn
10477,1mranhashmi,nmp
10478,mallyaprasad123,nmn
10479,AbhishekBora16,nmp
10480,_10compassion,nmn
10481,sailor_goa,nmn
10482,kchari2,nmn
10483,pradnyas,nmn
10484,Amlanray,nmn
10485,SocialAmit,nmp
10486,RamChereddy,nmn
10487,jitengajaria,nmp
10488,GhaziabadNCR,nmp
10489,kumardurgesh262,nmp
10490,SpeakingHemant,nmn
10491,hemantmeshram,nmn
10492,shethbhairav,nmn
10493,Bharatpatel555,nmp
10494,gundichafuture1,nmp
10495,vivdragon2006,nmn
10496,PplOfIndia,nmp
10497,gauravSKS,nmn
10498,BHAKTRIOT1811,nmp
10499,sanketshelke_,nmp
10500,bennishiroor,nmn
10501,Navdeep82368205,nmn
10502,Pankajsinha2701,nmn
10503,true__vs__false,nmp
10504,true__vs__false,nmn
10505,RATANSI69532801,nmn
10506,Princepundeer1,nmn
10507,PriyanGMenon,nmp
10508,traumatizerr,nmn
10509,kalpathyram,nmp
10510,kalpak007,nmp
10511,FutureTechiee,nmp
10512,Earlarushy,nmn
10513,RickeyYan,nmn
10514,debadutta_LFC,nmn
10515,DeepDive90,nmn
10516,harrisk1111,nmp
10517,Sailend17373119,nmp
10518,SourabDey4,nmn
10519,JhalaGadbad,nmn
10520,AbhishekSanghi3,nmp
10521,_10compassion,nmn
10522,NaveenChandra87,nmn
10523,ramnikjaikaria,nmp
10524,Chetreeraju,nmn
10525,AshutoshNSvns,nmn
10526,Chetreeraju,nmp
10527,naveenrawath,nmp
10528,CaptAKJ,nmn
10529,Ruchi_Mahi,nmn
10530,bharathr002,nmp
10531,NaMoAgain2_0,nmn
10532,ttkrishnan,nmp
10533,CAThangavelM,nmn
10534,BhabaniShSingh,nmp
10535,amirKhan8786,nmn
10536,Anukul_Behera,nmn
10537,sonishrivastav5,nmp
10538,awlok_singh,nmp
10539,satyen68,nmn
10540,Kunal_Tweeets,nmn
10541,drmeghnathverma,nmn
10542,bhhatu,nmp
10543,AestheteMonk,nmn
10544,imridul2k,nmn
10545,Yasir_bangalore,nmn
10546,i_am_jpatel,nmn
10547,hemantmadan73,nmn
10548,apj_gulecha,nmp
10549,DaymaKalpesh,nmp
10550,Realaamaadmi13,nmn
10551,fx16news,nmn
10552,scorprian,nmn
10553,DileepKJaiswal,nmp
10554,RightPathIndia,nmp
10555,Hegade_Writes,nmp
10556,_Country_First,nmp
10557,_Country_First,nmp
10558,shiba5324,nmn
10559,caankit2712,nmp
10560,SayliDhotre,nmp
10561,iamkumar_amit,nmn
10562,UrMalli,nmn
10563,News9Tweets,nmp
10564,yogi289714,nmn
10565,_Ashwatthama_,nmn
10566,yogeshjchnp0001,nmp
10567,AttaUrRahman,nmn
10568,imrupalisingh,nmn
10569,savaj_mng,nmp
10570,NewsHtn,nmn
10571,codename__09,nmp
10572,Real_Vivek2020,nmp
10573,stfu_rocky,nmp
10574,OmDutt__,nmp
10575,dammitshah,nmp
10576,varsha_kini,nmn
10577,Rajaban74609782,nmn
10578,devmadhusudan,nmn
10579,ImShashiG,nmp
10580,DragonSurgeon_,nmp
10581,SahilShah_in,nmp
10582,AkkashTayewade,nmp
10583,Krish100c,nmp
10584,SomenPetroleum,nmp
10585,MIbrahmed,nmn
10586,Priyank69620295,nmn
10587,ChettriParvati,nmn
10588,dev1200,nmn
10589,CTRavi_BJP,nmp
10590,Akwin4u,nmn
10591,BlogDrive,nmn
10592,Pure_Chutzpah,nmn
10593,iammohanrajat,nmp
10594,IAmNitishKumar_,nmp
10595,saree_ninja,nmn
10596,skay15,nmn
10597,IntelZombie,nmn
10598,mitrapar,nmp
10599,premjourn,nmn
10600,Firki_intern,nmn
10601,bvrprasad,nmn
10602,KShanuY,nmp
10603,KShanuY,nmp
10604,bvrprasad,nmn
10605,Abhishek__k2712,nmn
10606,bvrprasad,nmn
10607,bvrprasad,nmn
10608,KumarGauravPBH,nmp
10609,bhavgohel,nmn
10610,SaumyadeepDas4,nmn
10611,Prudhvi51256729,nmp
10612,Archit281,nmp
10613,gulshan1857,nmn
10614,SayMyName_Me,nmn
10615,DeepakFebdaewoo,nmn
10616,KumarGauravPBH,nmp
10617,AayushKedia3,nmp
10618,ParsiBawaa,nmn
10619,ItsVinayRaj,nmp
10620,NawazDmk,nmn
10621,digesh_123,nmn
10622,SK_Washington,nmn
10623,manjusvoice,nmp
10624,shekharspeaks,nmp
10625,_umakantsingh,nmn
10626,visit2rajeevInc,nmn
10627,kanwaljeetml,nmp
10628,kumardurgesh262,nmp
10629,manshukl,nmp
10630,KirtiYPanchal,nmp
10631,tweetsofaboy,nmp
10632,aditya35136282,nmp
10633,abdsrehm,nmn
10634,NandiniOza,nmn
10635,VjHarshita,nmp
10636,shankey_raj,nmn
10637,VSP_BJYM,nmp
10638,RGspeak,nmn
10639,aanunim,nmp
10640,AkkashTayewade,nmp
10641,dharamkalia,nmn
10642,JithinDVarghese,nmn
10643,mash2211,nmp
10644,nuryanana_kaush,nmn
10645,saffrontimes,nmn
10646,nuryanana_kaush,nmp
10647,_Country_First,nmp
10648,divdivdiv,nmp
10649,pramodkumarbjp,nmp
10650,iamAmoghShambu,nmp
10651,KarlekarKetan,nmn
10652,itsSurajit,nmn
10653,daniel83in,nmn
10654,ChhikaraMandy,nmn
10655,CazmiSalman,nmn
10656,heysarav,nmn
10657,sha2099,nmn
10658,pkm1999,nmn
10659,_umakantsingh,nmp
10660,GauravGurawa1,nmn
10661,ArkaRajpandit,nmn
10662,Bala00000007,nmp
10663,_umakantsingh,nmp
10664,saandiippnayak,nmn
10665,kumarvinayak124,nmp
10666,sharu2279,nmn
10667,aishshukla,nmn
10668,nikz_0211,nmp
10669,ankitmeswani,nmp
10670,GOLDY_SAK,nmp
10671,rachitmathur5,nmp
10672,zaidchattha,nmp
10673,_umakantsingh,nmp
10674,innocentcrazy,nmn
10675,gpnkj20,nmn
10676,DebTheRoy,nmn
10677,AshishAvinav,nmp
10678,shemin_joy,nmn
10679,umakantsingh_IN,nmp
10680,vcd_87,nmp
10681,suryachivukula,nmn
10682,HAShankaranaray,nmn
10683,_keenobserver,nmn
10684,bjp_visavadar,nmp
10685,RajendraVelhe,nmn
10686,CA_AmishK,nmp
10687,n_yadavv,nmn
10688,papamaakeechu,nmp
10689,Onmymind95,nmn
10690,Priyank69620295,nmp
10691,Priyank69620295,nmp
10692,artikaraj,nmp
10693,UrMalli,nmp
10694,_Country_First,nmp
10695,venkate98507511,nmn
10696,ashishdua_INC,nmn
10697,AakashGauttam,nmp
10698,LevinaNeythiri,nmp
10699,RajendraVelhe,nmn
10700,MrAnveshSS,nmp
10701,s7ddhu,nmn
10702,rksthestar,nmp
10703,DeshRajLive,nmp
10704,RK_shriyan,nmp
10705,umakantsingh_IN,nmn
10706,MKG_II_0,nmp
10707,amrit_chaubey,nmn
10708,maxmelbin,nmn
10709,Sridhara610,nmn
10710,VakilBharati,nmn
10711,muralimbhat,nmp
10712,ashokpai64,nmn
10713,AnbalaganJob,nmn
10714,Ashwath17620754,nmp
10715,Nagapra56928244,nmp
10716,SushilMunje,nmn
10717,vibhabhalla16,nmp
10718,saffrontimes,nmn
10719,umakantsingh_IN,nmn
10720,dr_communal,nmn
10721,0142_amb,nmp
10722,DaymaKalpesh,nmn
10723,YouPolitical4,nmn
10724,singhjsvr,nmn
10725,avinash_b01,nmn
10726,SANJEEV45503839,nmp
10727,sundarpearl,nmp
10728,agmediator,nmn
10729,WasimBashir16,nmp
10730,UjwalAcharya07,nmn
10731,BilalAhmedNgp,nmp
10732,AndeDursu,nmp
10733,CTRavi_BJP,nmp
10734,henryaustin0,nmp
10735,IamVSM,nmp
10736,kediashish,nmn
10737,NextBTHG,nmp
10738,ProudHinduPS,nmp
10739,HelpPolitics,nmn
10740,kannadiga_123,nmn
10741,CTRavi_BJP,nmp
10742,slmehra,nmn
10743,sahoo_laxmikant,nmp
10744,amitkumarz,nmp
10745,i_swatantra,nmn
10746,eabhvee,nmn
10747,_umakantsingh,nmp
10748,PeSiddu,nmp
10749,_umakantsingh,nmn
10750,shivuchavadi,nmp
10751,mesushovan,nmn
10752,manojkrs29,nmp
10753,meTheJaatBoy,nmp
10754,Team_SalmanKhan,nmp
10755,goswamiparth7,nmn
10756,Shweta2482,nmp
10757,Chutkla,nmn
10758,_mishra_preeti,nmp
10759,mesushovan,nmn
10760,DrRajeshDBhat,nmn
10761,maisha004,nmp
10762,rkc28,nmn
10763,as_kapoor,nmn
10764,JiteshLuhar,nmp
10765,TheFarkatLadka,nmp
10766,mesushovan,nmn
10767,prashantkind,nmn
10768,GarabhSatya,nmp
10769,champrose,nmp
10770,YatharthMishra_,nmn
10771,IndiaVotes4NAMO,nmn
10772,iamTapanPandya,nmp
10773,Pratik_INC,nmn
10774,Cricview,nmn
10775,PKotekar,nmn
10776,h22shah,nmp
10777,abhijitmajumder,nmp
10778,HashimYJSpeaks,nmn
10779,kovaiashokkumar,nmn
10780,devSinghal,nmp
10781,Pratik_INC,nmn
10782,DharmendrDamoh,nmn
10783,journojitendra,nmn
10784,iamTapanPandya,nmp
10785,ishan_putra,nmp
10786,Sharique_F,nmp
10787,mohit_maestro,nmp
10788,as_kapoor,nmn
10789,govind2008,nmn
10790,mahadevanrajesh,nmp
10791,CyberSachin,nmp
10792,indiaism_,nmn
10793,moronhumor,nmn
10794,Son_Of_Bharatma,nmp
10795,ansudasa,nmp
10796,sumit138,nmn
10797,tweetkeshava23,nmp
10798,AbuthahirNs,nmn
10799,AnujDhaniyaABVP,nmp
10800,ashwingiri3,nmp
10801,UnmuktSharma,nmp
10802,SATAVRAJEEV,nmn
10803,Nation_1st4ever,nmp
10804,jaydubey88,nmp
10805,selvakumarg1,nmn
10806,SpeakingHemant,nmn
10807,Hii_Shree,nmp
10808,thetelescope_in,nmp
10809,RohanLovalekar,nmn
10810,AestheteMonk,nmn
10811,cpimlliberation,nmp
10812,aurora_574,nmp
10813,tarunpuri77,nmp
10814,Suumandey,nmn
10815,diszrahul,nmp
10816,ALIMJUNIOR786,nmn
10817,p4prashantjha,nmp
10818,Raghavendra_K_G,nmp
10819,imvishkatira,nmp
10820,Amjad_Sangram,nmn
10821,Udhav_Joshi,nmn
10822,dkgautam007,nmp
10823,Suumandey,nmp
10824,ShivamJ24,nmn
10825,ArkaRajpandit,nmp
10826,YahyaHallare,nmn
10827,ShivamJ24,nmp
10828,cpimlliberation,nmn
10829,nidhsag,nmn
10830,ShivamJ24,nmn
10831,UtkarshV_BJP,nmp
10832,ShivamJ24,nmn
10833,SantoshBV1,nmp
10834,tweetsbyhk,nmp
10835,rinkukurali,nmn
10836,ShivamJ24,nmn
10837,amksocialwork,nmp
10838,saurabhd11,nmn
10839,RISHABDEVGUPTA,nmp
10840,JishnuTimes,nmp
10841,LaxmikantKabra,nmp
10842,JishnuTimes,nmp
10843,PrateekJain28,nmp
10844,iamTapanPandya,nmn
10845,prakashachary1,nmp
10846,Cow__Momma,nmn
10847,Butchikotaiah10,nmp
10848,kalpeshtadha,nmp
10849,DeadlyBilla,nmp
10850,heena_verma,nmn
10851,vickyvir7,nmn
10852,amarendra4226,nmp
10853,KRKActor_,nmp
10854,UmeshKhanna8,nmn
10855,BJPDimaHasao,nmp
10856,Ashish31584,nmp
10857,Shiba20239,nmn
10858,VBrarPLC,nmp
10859,iunderscores,nmn
10860,ravipatel5004,nmp
10861,SomenPetroleum,nmn
10862,salmanbelieve,nmn
10863,BJPDimaHasao,nmp
10864,jangidsunil10,nmp
10865,VKSwamy,nmp
10866,gooljaar,nmp
10867,chintu_reporter,nmp
10868,archithchandra,nmp
10869,100rabhsingh781,nmp
10870,Gracious_Gouri,nmp
10871,gkctweets,nmp
10872,BahujanUnity,nmp
10873,SarcasmChamp,nmp
10874,sumitbehl,nmn
10875,HaridwarSanjeev,nmp
10876,JalapathyG,nmn
10877,Manikandanraj92,nmn
10878,gorkush1,nmp
10879,AzharThiraj,nmp
10880,MallikarjunaCB,nmn
10881,iamTapanPandya,nmp
10882,bkjaggi,nmp
10883,AsadAlviPTI,nmn
10884,AayeshaAnamika,nmn
10885,sujata_trivedi,nmp
10886,tinkuhaweli,nmp
10887,_umakantsingh,nmn
10888,mansharamvIndia,nmp
10889,vjshankar,nmp
10890,iRAJPUT,nmp
10891,atharrx,nmn
10892,NageshMaindarg3,nmn
10893,PankajBihari8,nmn
10894,RavichandranSom,nmp
10895,KPL_Lokesh,nmp
10896,patrik9731,nmn
10897,meernadeemkhan,nmp
10898,algo_121,nmn
10899,Basanti4India,nmn
10900,dnsunita4853,nmp
10901,Srivatsan_91,nmn
10902,harishkumar_IND,nmp
10903,dixitravikumar,nmn
10904,NishantAvasthi1,nmn
10905,Moon2Rise,nmn
10906,Himansh256370,nmp
10907,amitprashar007,nmp
10908,kashmir_my_land,nmn
10909,Pankajsinha2701,nmp
10910,Thippeswamy1967,nmp
10911,Thippeswamy1967,nmn
10912,bahubali_sd,nmn
10913,Suchit65130846,nmp
10914,ahkath,nmn
10915,cs_tripathi,nmp
10916,rohitprabhakar,nmn
10917,elektrik9x,nmp
10918,iamTapanPandya,nmn
10919,AnkitDubey__,nmn
10920,hironmoy20101,nmn
10921,AhmedSh62406580,nmn
10922,vpadke,nmn
10923,shailocee,nmp
10924,bhanuvachan,nmn
10925,newsbluntmedia,nmn
10926,Faltu_Account_,nmn
10927,NishantAvasthi1,nmn
10928,PeacockCongress,nmn
10929,pramodsarraf2,nmp
10930,RC19Mithun,nmn
10931,HowardRoark25,nmn
10932,iamZzubair,nmn
10933,i_younglord,nmp
10934,vikyjoshi3,nmn
